gene_id,start,end,gene_length
ENSG00000254391,160685351,160692889,7539
ENSG00000279679,143375628,143375883,256
ENSG00000271477,155397291,155398353,1063
ENSG00000184845,175440036,175444182,4147
ENSG00000231228,180982273,180982611,339
ENSG00000120725,138946724,139293557,346834
ENSG00000250346,147922179,147923421,1243
ENSG00000113300,180494379,180578358,83980
ENSG00000280318,172609094,172609444,351
ENSG00000249950,125862746,125863193,448
ENSG00000214357,172641263,172691540,50278
ENSG00000254011,174173101,174181814,8714
ENSG00000270442,155491336,155493598,2263
ENSG00000039319,80408013,80483379,75367
ENSG00000285865,179974584,179980186,5603
ENSG00000168903,180988846,181006727,17882
ENSG00000278965,180078357,180081691,3335
ENSG00000039600,157625679,157671480,45802
ENSG00000164466,175477062,175529742,52681
ENSG00000242080,152495718,152496017,300
ENSG00000249412,179963615,179964419,805
ENSG00000249722,174329612,174330503,892
ENSG00000242683,139035148,139035987,840
ENSG00000187658,157671533,157680158,8626
ENSG00000226650,155013755,155018141,4387
ENSG00000248687,29104880,29105438,559
ENSG00000253480,180085717,180087038,1322
ENSG00000198108,129904465,130186634,282170
ENSG00000254336,157604707,157605637,931
ENSG00000249545,94979151,94980893,1743
ENSG00000178776,147880726,147906538,25813
ENSG00000213655,123236079,123236370,292
ENSG00000248308,20830166,20830947,782
ENSG00000198944,132813302,132816786,3485
ENSG00000242477,86884231,86884881,651
ENSG00000230612,132688681,132723725,35045
ENSG00000249061,86967321,87137712,170392
ENSG00000164402,132750819,132807241,56423
ENSG00000113742,173888349,173961980,73632
ENSG00000070614,150485818,150558211,72394
ENSG00000113269,179911651,180072113,160463
ENSG00000248362,147886086,147886878,793
ENSG00000279698,9498401,9498775,375
ENSG00000113520,132673986,132682678,8693
ENSG00000213940,53206561,53207176,616
ENSG00000248610,130140031,130141950,1920
ENSG00000226810,54857272,54858491,1220
ENSG00000146090,180100795,180209211,108417
ENSG00000249876,179939457,179940132,676
ENSG00000198939,178895898,178933212,37315
ENSG00000251370,9511333,9518086,6754
ENSG00000251320,147887112,147887704,593
ENSG00000249293,73778039,73786491,8453
ENSG00000249312,130529419,130529889,471
ENSG00000253600,164601002,164601452,451
ENSG00000250492,39718984,39721513,2530
ENSG00000249751,139448560,139462743,14184
ENSG00000145861,160347754,160370641,22888
ENSG00000164574,154190730,154420984,230255
ENSG00000249843,54878238,54878588,351
ENSG00000248765,8619178,8620310,1133
ENSG00000270430,29105568,29106861,1294
ENSG00000164325,73173193,73175143,1951
ENSG00000242979,179933805,179934196,392
ENSG00000201026,2184710,2184820,111
ENSG00000223007,5126046,5126337,292
ENSG00000284000,8460925,8460999,75
ENSG00000199773,7980146,7980304,159
ENSG00000239112,9548836,9548905,70
ENSG00000222054,9760907,9761013,107
ENSG00000266415,9053816,9053895,80
ENSG00000216077,15935182,15935260,79
ENSG00000212305,12297399,12297504,106
ENSG00000202269,15110786,15110920,135
ENSG00000222312,16033229,16033356,128
ENSG00000201436,16941843,16941951,109
ENSG00000276764,18958147,18958413,267
ENSG00000241552,18547312,18547605,294
ENSG00000212278,18236123,18236196,74
ENSG00000277455,24449351,24449615,265
ENSG00000252083,23972188,23972294,107
ENSG00000200600,23994502,23994603,102
ENSG00000222560,26012889,26013025,137
ENSG00000206912,23299155,23299262,108
ENSG00000201016,25701217,25701324,108
ENSG00000199911,24910594,24910695,102
ENSG00000223136,29948828,29949130,303
ENSG00000252601,29070496,29070610,115
ENSG00000199731,32234766,32234875,110
ENSG00000207052,32309662,32309768,107
ENSG00000207956,32394378,32394475,98
ENSG00000223004,24811481,24811548,68
ENSG00000200065,32134738,32134834,97
ENSG00000252373,31820564,31820638,75
ENSG00000251887,31832439,31832535,97
ENSG00000266243,31936102,31936159,58
ENSG00000252867,28624657,28624763,107
ENSG00000201368,35429064,35429277,214
ENSG00000265304,38557502,38557561,60
ENSG00000238441,35632963,35633024,62
ENSG00000199552,40654963,40655094,132
ENSG00000199361,40269558,40269719,162
ENSG00000207060,51055353,51055459,107
ENSG00000206606,51167541,51167647,107
ENSG00000222960,53912020,53912123,104
ENSG00000207627,53951504,53951599,96
ENSG00000241230,54048007,54048308,302
ENSG00000265421,54075518,54075583,66
ENSG00000212265,56260333,56260446,114
ENSG00000251873,51886688,51886769,82
ENSG00000210678,56297564,56297689,126
ENSG00000207229,55040847,55040945,99
ENSG00000198983,55170532,55170622,91
ENSG00000207728,55170646,55170742,97
ENSG00000251856,55172262,55172353,92
ENSG00000207293,57169108,57169209,102
ENSG00000253032,56125671,56125770,100
ENSG00000223003,56146739,56146846,108
ENSG00000265135,55508850,55508926,77
ENSG00000207439,65123369,65123474,106
ENSG00000242547,64539504,64539792,289
ENSG00000201869,64573569,64573670,102
ENSG00000212215,61664145,61664239,95
ENSG00000264099,72169467,72169540,74
ENSG00000238913,73828012,73828073,62
ENSG00000202157,83803554,83803685,132
ENSG00000265684,82078427,82078724,298
ENSG00000253073,83685866,83686018,153
ENSG00000206744,83703448,83703543,96
ENSG00000264342,90016621,90016720,100
ENSG00000251951,87102603,87102846,244
ENSG00000265919,87114879,87114954,76
ENSG00000252861,84196883,84196989,107
ENSG00000207013,86663144,86663250,107
ENSG00000201955,79170234,79170335,102
ENSG00000206592,79220942,79221073,132
ENSG00000284078,86620497,86620575,79
ENSG00000276426,91844022,91844116,95
ENSG00000277506,101581830,101582128,299
ENSG00000221263,100816482,100816565,84
ENSG00000207077,100153672,100153779,108
ENSG00000277001,91314716,91314997,282
ENSG00000207269,100733058,100733386,329
ENSG00000199378,100021804,100021906,103
ENSG00000222987,102302504,102302810,307
ENSG00000199643,91270727,91270867,141
ENSG00000207404,108891437,108891546,110
ENSG00000206593,109014834,109014940,107
ENSG00000202512,109699500,109699834,335
ENSG00000253057,111719769,111720061,293
ENSG00000199786,102131007,102131135,129
ENSG00000201910,104098874,104099038,165
ENSG00000212457,116188455,116188552,98
ENSG00000283498,118974586,118974670,85
ENSG00000276047,123070782,123071080,299
ENSG00000243333,119306343,119306631,289
ENSG00000221436,110513829,110513915,87
ENSG00000238363,112161485,112161617,133
ENSG00000252185,126755316,126755417,102
ENSG00000207177,110684794,110684927,134
ENSG00000223179,119007571,119007668,98
ENSG00000206786,119138859,119138965,107
ENSG00000264536,119154637,119154716,80
ENSG00000252514,130386621,130386680,60
ENSG00000251975,120337549,120337653,105
ENSG00000201790,105922994,105923108,115
ENSG00000265691,129397062,129397147,86
ENSG00000263432,123022487,123022783,297
ENSG00000202082,126553302,126553402,101
ENSG00000222609,120710698,120710840,143
ENSG00000221562,129974891,129975001,111
ENSG00000199455,130114409,130114510,102
ENSG00000275939,131440031,131440196,166
ENSG00000252337,106546665,106546803,139
ENSG00000199677,132993099,132993200,102
ENSG00000238904,118758211,118758274,64
ENSG00000266478,143679860,143679971,112
ENSG00000239390,144140879,144141166,288
ENSG00000201423,144535354,144535670,317
ENSG00000253023,143542514,143542587,74
ENSG00000221043,149695748,149695959,212
ENSG00000222213,149606637,149606741,105
ENSG00000252068,157579497,157579599,103
ENSG00000241963,154349428,154349725,298
ENSG00000199047,149732825,149732890,66
ENSG00000265237,160474402,160474483,82
ENSG00000283733,160485352,160485450,99
ENSG00000201532,139012329,139012441,113
ENSG00000201474,162477891,162477993,103
ENSG00000206819,157809098,157809204,107
ENSG00000242928,149722070,149722372,303
ENSG00000221430,154347106,154347247,142
ENSG00000202417,132945342,132945454,113
ENSG00000252794,165609441,165609679,239
ENSG00000212529,172252334,172252478,145
ENSG00000222626,157976766,157976956,191
ENSG00000199219,173362134,173362240,107
ENSG00000252169,173292517,173292619,103
ENSG00000201277,173254190,173254290,101
ENSG00000206845,164935162,164935268,107
ENSG00000274994,173347455,173347536,82
ENSG00000251998,163796065,163796165,101
ENSG00000265160,172662165,172662263,99
ENSG00000199892,180729586,180729737,152
ENSG00000277912,181043403,181043484,82
ENSG00000200555,180444509,180444612,104
ENSG00000222852,180909838,180909927,90
ENSG00000198995,180015303,180015397,95
ENSG00000206686,181007281,181007384,104
ENSG00000131183,177379235,177398848,19614
ENSG00000196570,177400109,177400661,553
ENSG00000198055,177403204,177442901,39698
ENSG00000131188,177446445,177456286,9842
ENSG00000279821,177476631,177479656,3026
ENSG00000183258,177511577,177516961,5385
ENSG00000164296,149993118,150000654,7537
ENSG00000113716,150000046,150053142,53097
ENSG00000248696,150014785,150015154,370
ENSG00000241907,150021567,150021921,355
ENSG00000182578,150053291,150113372,60082
ENSG00000214485,150094302,150095048,747
ENSG00000199409,150098406,150098506,101
ENSG00000113721,150113839,150155872,42034
ENSG00000164307,96760810,96808100,47291
ENSG00000199540,144087,144197,111
ENSG00000185028,191495,196334,4840
ENSG00000261434,195778,196341,564
ENSG00000164366,196868,218153,21286
ENSG00000260774,213898,217279,3382
ENSG00000286001,218298,314955,96658
ENSG00000214278,403731,404546,816
ENSG00000250645,418703,419109,407
ENSG00000180104,443175,471937,28763
ENSG00000188242,466124,473098,6975
ENSG00000066230,470456,524449,53994
ENSG00000225138,473236,480884,7649
ENSG00000250385,524109,527448,3340
ENSG00000264233,535840,535882,43
ENSG00000112877,612340,667168,54829
ENSG00000171368,659862,693352,33491
ENSG00000271781,675826,676616,791
ENSG00000249908,767382,768930,1549
ENSG00000285522,770005,770113,109
ENSG00000250020,58198,58915,718
ENSG00000247872,816346,817001,656
ENSG00000252533,139221758,139221837,80
ENSG00000281398,139274102,139284899,10798
ENSG00000252213,139276180,139276320,141
ENSG00000200959,139278781,139278978,198
ENSG00000015479,139293674,139331677,38004
ENSG00000199545,139299852,139299968,117
ENSG00000253015,139333038,139333365,328
ENSG00000120727,139341587,139369720,28134
ENSG00000272742,139364677,139369717,5041
ENSG00000170482,139367196,139384553,17358
ENSG00000170476,139387467,139390081,2615
ENSG00000228672,139390592,139395104,4513
ENSG00000170464,139408588,139444491,35904
ENSG00000200378,139447907,139448017,111
ENSG00000272411,148970340,148970653,314
ENSG00000251842,149057554,149057656,103
ENSG00000207714,149062313,149062409,97
ENSG00000200161,149116178,149116480,303
ENSG00000178394,63957874,63962507,4634
ENSG00000164398,131949973,132012243,62271
ENSG00000170231,160187367,160238735,51369
ENSG00000152422,83077498,83353787,276290
ENSG00000132911,152391546,152433368,41823
ENSG00000069018,136212745,136365545,152801
ENSG00000243414,115578496,115602479,23984
ENSG00000135074,157395534,157575775,180242
ENSG00000215218,6448859,6496723,47865
ENSG00000271230,6532891,6533200,310
ENSG00000037474,6599239,6633291,34053
ENSG00000112941,6713432,6757044,43613
ENSG00000272071,6779458,6779998,541
ENSG00000283420,6827853,6827921,69
ENSG00000200243,6848127,6848462,336
ENSG00000215032,60891935,60893577,1643
ENSG00000279985,61114432,61116753,2322
ENSG00000276945,61145846,61146376,531
ENSG00000188725,61157704,61162468,4765
ENSG00000169567,131155383,131224468,69086
ENSG00000186687,131170944,131205428,34485
ENSG00000169247,148923639,149063163,139525
ENSG00000253417,160931778,160938626,6849
ENSG00000145863,161547063,161702593,155531
ENSG00000253403,161687347,161689408,2062
ENSG00000118990,161751448,161751768,321
ENSG00000249610,122154496,122156015,1520
ENSG00000272139,122311297,122311673,377
ENSG00000249916,122369762,122383568,13807
ENSG00000287794,122373512,122374481,970
ENSG00000064692,122311354,122464219,152866
ENSG00000113073,140360194,140375141,14948
ENSG00000222790,140397323,140397444,122
ENSG00000131503,140401814,140539856,138043
ENSG00000254996,140401908,140549569,147662
ENSG00000243056,140547662,140549576,1915
ENSG00000283155,140562443,140592123,29681
ENSG00000251453,140581504,140582335,832
ENSG00000131495,140638740,140647771,9032
ENSG00000256453,140670794,140673576,2783
ENSG00000112855,140691430,140699305,7876
ENSG00000146007,140698680,140706686,8007
ENSG00000250515,140732290,140732863,574
ENSG00000248106,140764110,140764821,712
ENSG00000204970,140786136,141012347,226212
ENSG00000204969,140794852,141012347,217496
ENSG00000255408,140801028,141012347,211320
ENSG00000204965,140821604,141012347,190744
ENSG00000081842,140827958,141012347,184390
ENSG00000204963,140834248,141012347,178100
ENSG00000204962,140841187,141012347,171161
ENSG00000204961,140847772,141012347,164576
ENSG00000250120,140855883,141012347,156465
ENSG00000249504,140861224,140863521,2298
ENSG00000249158,140868183,141012347,144165
ENSG00000251664,140875302,141012347,137046
ENSG00000239389,140882124,141012347,130224
ENSG00000243232,140966470,141012347,45878
ENSG00000171815,141051374,141059346,7973
ENSG00000275038,171305980,171309777,3798
ENSG00000164438,171309248,171312139,2892
ENSG00000213393,171345343,171345630,288
ENSG00000265740,171359117,171359412,296
ENSG00000254256,171365595,171367693,2099
ENSG00000206909,171366118,171366252,135
ENSG00000254012,171366299,171366611,313
ENSG00000264249,171386656,171386760,105
ENSG00000156427,171419647,171457626,37980
ENSG00000168269,170105897,170109734,3838
ENSG00000253219,170140664,170141940,1277
ENSG00000249601,170191579,170199141,7563
ENSG00000145936,170374671,170389634,14964
ENSG00000043462,170246233,170297815,51583
ENSG00000288615,170306557,170307606,1050
ENSG00000170445,140673035,140691537,18503
ENSG00000207317,140019492,140019592,101
ENSG00000185129,140107777,140125619,17843
ENSG00000182700,140125937,140129392,3456
ENSG00000120306,140175156,140282052,106897
ENSG00000250069,140200163,140203187,3025
ENSG00000113068,140245035,140303113,58079
ENSG00000258864,112827213,112867582,40370
ENSG00000153037,112861188,112898371,37184
ENSG00000129625,112876385,112922289,45905
ENSG00000249947,112885094,112885745,652
ENSG00000212643,112891610,112893079,1470
ENSG00000260871,90388468,90389363,896
ENSG00000176055,90458209,90474771,16563
ENSG00000113356,90471748,90514557,42810
ENSG00000176018,90515611,90529584,13974
ENSG00000113327,162000057,162162977,162921
ENSG00000244073,37085056,37085852,797
ENSG00000271378,37130430,37130700,271
ENSG00000228212,37209364,37212381,3018
ENSG00000242493,37246173,37246479,307
ENSG00000270558,37286449,37286977,529
ENSG00000251880,37327135,37327196,62
ENSG00000250539,123400922,123402344,1423
ENSG00000168944,123344890,123423592,78703
ENSG00000253146,154559308,154560440,1133
ENSG00000264760,154596012,154596072,61
ENSG00000221552,154685776,154685861,86
ENSG00000274472,154705626,154705727,102
ENSG00000272197,154718383,154718689,307
ENSG00000241187,154729231,154729694,464
ENSG00000170271,154818492,154859252,40761
ENSG00000277039,154821943,154822258,316
ENSG00000263361,154829458,154829540,83
ENSG00000082516,154887411,154938211,50801
ENSG00000199279,62443176,62443282,107
ENSG00000268942,62512246,62512482,237
ENSG00000241991,62561859,62562216,358
ENSG00000240436,62575951,62576271,321
ENSG00000186105,62578819,62581446,2628
ENSG00000145864,161288429,161549044,260616
ENSG00000288643,62306206,62537249,231044
ENSG00000205089,132747426,132754403,6978
ENSG00000196670,180847611,180861285,13675
ENSG00000131446,180784780,180815652,30873
ENSG00000153140,90392257,90409766,17510
ENSG00000113282,157785743,157859145,73403
ENSG00000086200,62403972,62628582,224611
ENSG00000113119,140639435,140645408,5974
ENSG00000112983,138139770,138178953,39184
ENSG00000158987,131423921,131635231,211311
ENSG00000092421,116443555,116574823,131269
ENSG00000164188,36246913,36302114,55202
ENSG00000152503,115124762,115180546,55785
ENSG00000155545,56919602,56971675,52074
ENSG00000248383,140926299,141012347,86049
ENSG00000113407,33440696,33468091,27396
ENSG00000251656,42908208,42908667,460
ENSG00000249516,42917414,42917984,571
ENSG00000272144,43061395,43062441,1047
ENSG00000278487,43143362,43143514,153
ENSG00000249779,43206709,43207811,1103
ENSG00000249888,43225506,43225813,308
ENSG00000247763,43231812,43233173,1362
ENSG00000185641,116051917,116052289,373
ENSG00000272265,116078110,116078570,461
ENSG00000241870,181065086,181065677,592
ENSG00000214295,181099140,181100666,1527
ENSG00000248560,181114106,181115674,1569
ENSG00000222937,138558970,138559039,70
ENSG00000206989,138561043,138561110,68
ENSG00000232174,138620329,138620964,636
ENSG00000238745,138623479,138623582,104
ENSG00000113013,138553756,138575675,21920
ENSG00000251493,73444827,73448777,3951
ENSG00000247993,73446357,73446984,628
ENSG00000251324,73454187,73472896,18710
ENSG00000255883,73508685,73509254,570
ENSG00000164331,73552190,73565667,13478
ENSG00000164338,73565443,73583380,17938
ENSG00000253213,171251866,171252982,1117
ENSG00000152700,134601149,134649271,48123
ENSG00000207459,134634839,134634945,107
ENSG00000113615,134648785,134727909,79125
ENSG00000201298,134701172,134701278,107
ENSG00000222266,134715483,134715582,100
ENSG00000164615,134738495,134752157,13663
ENSG00000145833,134758771,134855133,96363
ENSG00000241179,134804778,134805132,355
ENSG00000181904,134845680,134859735,14056
ENSG00000270892,134863091,134863433,343
ENSG00000113621,134874371,134901635,27265
ENSG00000279799,134905235,134905691,457
ENSG00000222102,151704289,151704578,290
ENSG00000272112,151724831,151725356,526
ENSG00000177556,151742316,151772532,30217
ENSG00000145888,151822513,151924851,102339
ENSG00000270978,151848886,151850791,1906
ENSG00000222308,151875566,151875692,127
ENSG00000201623,33888056,33888162,107
ENSG00000182631,33936386,33938918,2533
ENSG00000164175,33944623,33984693,40071
ENSG00000250914,33970863,33972628,1766
ENSG00000273294,33987174,34124528,137355
ENSG00000250767,33997044,33997724,681
ENSG00000082196,34017858,34043213,25356
ENSG00000278900,34105750,34106336,587
ENSG00000279995,34124162,34124385,224
ENSG00000271771,34158121,34158767,647
ENSG00000243959,176547433,176547726,294
ENSG00000207420,176556704,176556805,102
ENSG00000169258,176595802,176610156,14355
ENSG00000074317,176620082,176630556,10475
ENSG00000266329,176629439,176629500,62
ENSG00000175766,176630618,176646644,16027
ENSG00000048140,176647387,176659054,11668
ENSG00000151304,121961975,122075570,113596
ENSG00000113083,122063195,122078413,15219
ENSG00000181163,171387116,171411810,24695
ENSG00000164182,60945177,61154531,209355
ENSG00000168671,36035021,36071358,36338
ENSG00000251591,36071791,36072079,289
ENSG00000164187,36098407,36151887,53481
ENSG00000207756,36147892,36147988,97
ENSG00000201223,36155119,36155222,104
ENSG00000152620,36192589,36242279,49691
ENSG00000245711,36221055,36221902,848
ENSG00000145604,36151989,36196849,44861
ENSG00000145907,151771045,151812911,41867
ENSG00000259757,2736662,2737759,1098
ENSG00000170561,2745845,2751677,5833
ENSG00000281560,2712591,2715237,2647
ENSG00000169252,148826611,148828623,2013
ENSG00000164287,55112971,55173177,60207
ENSG00000164403,132822141,132830659,8519
ENSG00000131437,132692628,132737638,45011
ENSG00000155508,154857553,154876792,19240
ENSG00000158985,131245493,131398447,152955
ENSG00000164266,147824572,147831671,7100
ENSG00000050748,180233143,180292099,58957
ENSG00000197226,179862066,179907897,45832
ENSG00000082074,39105252,39274528,169277
ENSG00000164172,53095679,53110063,14385
ENSG00000253067,132080066,132080133,68
ENSG00000227616,132147491,132149559,2069
ENSG00000235775,132163603,132163765,163
ENSG00000224431,132199456,132203487,4032
ENSG00000283678,132217849,132217918,70
ENSG00000131435,132257696,132273454,15759
ENSG00000197208,132294394,132344190,49797
ENSG00000263597,132365490,132365599,110
ENSG00000206682,31505684,31505788,105
ENSG00000082213,31532287,31555053,22767
ENSG00000279923,31558573,31559875,1303
ENSG00000199765,31595565,31595669,105
ENSG00000072682,132190147,132295315,105169
ENSG00000091010,146338839,146341728,2890
ENSG00000271724,146375591,146376219,629
ENSG00000248842,146400981,146407359,6379
ENSG00000277568,146510116,146510271,156
ENSG00000280646,146586099,146586200,102
ENSG00000241291,146656401,146656695,295
ENSG00000113360,31400494,31532196,131703
ENSG00000207222,134500178,134500284,107
ENSG00000240250,134517810,134518092,283
ENSG00000280420,134522613,134523096,484
ENSG00000156475,146580742,147084784,504043
ENSG00000248568,146706381,146707600,1220
ENSG00000249553,146914207,146919506,5300
ENSG00000285868,157341596,157460100,118505
ENSG00000172568,157341598,157345677,4080
ENSG00000251405,157363382,157365501,2120
ENSG00000248544,157375741,157384950,9210
ENSG00000253155,157422439,157422873,435
ENSG00000172548,157460213,157474722,14510
ENSG00000113161,75336329,75364001,27673
ENSG00000242198,75374463,75374809,347
ENSG00000050767,178237476,178590393,352918
ENSG00000271681,178344843,178345316,474
ENSG00000242341,178377924,178378220,297
ENSG00000245688,178438681,178443094,4414
ENSG00000252464,178619728,178619998,271
ENSG00000176783,179550554,179610012,59459
ENSG00000249140,179572156,179572741,586
ENSG00000204659,179678560,179681034,2475
ENSG00000127022,179678628,179731641,53014
ENSG00000222178,36485343,36485440,98
ENSG00000242292,36588506,36588661,156
ENSG00000274441,36636019,36649347,13329
ENSG00000272103,36861736,36867238,5503
ENSG00000249850,36885206,36886497,1292
ENSG00000248462,13553654,13553966,313
ENSG00000243744,13637919,13638381,463
ENSG00000251423,13860303,13901036,40734
ENSG00000183876,150296343,150339307,42965
ENSG00000070814,150357629,150400308,42680
ENSG00000286331,150427904,150429906,2003
ENSG00000164587,150442635,150449739,7105
ENSG00000079215,36596588,36688334,91747
ENSG00000094880,138187650,138213343,25694
ENSG00000249851,138266996,138267757,762
ENSG00000158402,138285269,138338355,53087
ENSG00000120709,138331935,138349729,17795
ENSG00000249971,138347027,138349641,2615
ENSG00000271196,138454540,138454732,193
ENSG00000120738,138465479,138469303,3825
ENSG00000241458,138473744,138474361,618
ENSG00000197603,37106228,37249376,143149
ENSG00000253110,171773652,171774739,1088
ENSG00000072803,171861549,172006873,145325
ENSG00000202533,132468147,132468257,111
ENSG00000113525,132541445,132556838,15394
ENSG00000251183,153887428,153898987,11560
ENSG00000261382,153901459,153903223,1765
ENSG00000055147,153990148,154038936,48789
ENSG00000037749,154038959,154220478,181520
ENSG00000125347,132440440,132508719,68280
ENSG00000248493,145997218,145998003,786
ENSG00000200275,155845437,155845528,92
ENSG00000286690,156019228,156039977,20750
ENSG00000253370,156458398,156458507,110
ENSG00000254163,156704058,156739812,35755
ENSG00000199468,156814130,156814234,105
ENSG00000231989,156850295,156852528,2234
ENSG00000170624,155870344,156767788,897445
ENSG00000086189,62347284,62403943,56660
ENSG00000226544,72725419,72726151,733
ENSG00000223497,72733833,72734209,377
ENSG00000206770,72768702,72768811,110
ENSG00000263593,72878591,72878663,73
ENSG00000242602,72878868,72879185,318
ENSG00000271926,72953635,72954274,640
ENSG00000251467,72996920,72997642,723
ENSG00000248930,73020700,73021279,580
ENSG00000184349,107376894,107670937,294044
ENSG00000248827,107724961,107727117,2157
ENSG00000239708,107734773,107735066,294
ENSG00000251732,107810629,107810924,296
ENSG00000249577,127465822,127466118,297
ENSG00000271766,127478295,127478737,443
ENSG00000250859,127511464,127512842,1379
ENSG00000282925,127588746,127590710,1965
ENSG00000251032,127784618,127787042,2425
ENSG00000250603,127838486,127857804,19319
ENSG00000204928,145858521,145937126,78606
ENSG00000134058,69234795,69277430,42636
ENSG00000183323,69280175,69332809,52635
ENSG00000213830,69313371,69313872,502
ENSG00000215006,69333929,69334249,321
ENSG00000271045,69349936,69350445,510
ENSG00000085231,69350984,69370013,19030
ENSG00000152942,69369293,69414801,45509
ENSG00000152939,69415065,69444330,29266
ENSG00000244717,69469883,69470136,254
ENSG00000266477,69478997,69479265,269
ENSG00000212260,69530613,69530717,105
ENSG00000183474,69560191,69595221,35031
ENSG00000197822,69492292,69558104,65813
ENSG00000113396,128538013,129033642,495630
ENSG00000248634,128663978,128742829,78852
ENSG00000288697,128932070,128932175,106
ENSG00000066583,129094749,129114028,19280
ENSG00000264563,129097688,129097766,79
ENSG00000248403,16192088,16192709,622
ENSG00000248150,16373361,16440081,66721
ENSG00000173545,16451519,16465800,14282
ENSG00000201370,16623004,16623095,92
ENSG00000288622,271670,438291,166622
ENSG00000112893,109689927,109869625,179699
ENSG00000113739,173314723,173328447,13725
ENSG00000182613,181147586,181159285,11700
ENSG00000177721,43039233,43043170,3938
ENSG00000113108,140558268,140564781,6514
ENSG00000169777,9627347,9712378,85032
ENSG00000146094,177501904,177511274,9371
ENSG00000249541,2787451,2788549,1099
ENSG00000251374,82265157,82265259,103
ENSG00000186468,82273320,82278396,5077
ENSG00000172795,112976702,113022195,45494
ENSG00000168916,124636913,124748807,111895
ENSG00000251456,124734618,124735175,558
ENSG00000242814,124808828,124809233,406
ENSG00000248626,159950493,159951498,1006
ENSG00000199398,160008445,160008546,102
ENSG00000113312,160009113,160065543,56431
ENSG00000223908,160023740,160024045,306
ENSG00000145808,129460281,129738683,278403
ENSG00000145632,58453982,58460139,6158
ENSG00000271257,58503295,58503700,406
ENSG00000265699,58530043,58530109,67
ENSG00000250127,58541567,58558243,16677
ENSG00000250958,102581368,102617589,36222
ENSG00000247402,102605635,102606197,563
ENSG00000175749,103032376,103033031,656
ENSG00000145723,103086000,103120138,34139
ENSG00000185372,181123122,181131169,8048
ENSG00000251724,75538598,75538658,61
ENSG00000251663,75225424,75225668,245
ENSG00000113163,75356345,75512138,155794
ENSG00000248881,75598482,75599380,899
ENSG00000189045,75611182,75681773,70592
ENSG00000039139,13690328,14011818,321491
ENSG00000049167,60866454,60945073,78620
ENSG00000253536,71475761,71476316,556
ENSG00000247911,71537652,71537846,195
ENSG00000164326,71719275,71721048,1774
ENSG00000278824,71754378,71756301,1924
ENSG00000202092,119445716,119445833,118
ENSG00000213663,119547131,119547606,476
ENSG00000249919,119555250,119555658,409
ENSG00000250895,119652523,119653000,478
ENSG00000234259,119680197,119681080,884
ENSG00000133835,119452465,119637199,184735
ENSG00000154153,16473038,16617101,144064
ENSG00000083312,72816312,72916733,100422
ENSG00000213523,140537340,140557677,20338
ENSG00000043143,134524312,134583230,58919
ENSG00000120314,140664868,140674124,9257
ENSG00000158497,143812161,143820716,8556
ENSG00000174339,180739123,180740058,936
ENSG00000173250,146513144,146516190,3047
ENSG00000279446,127073587,127075604,2018
ENSG00000204956,141330514,141512975,182462
ENSG00000081853,141338760,141512975,174216
ENSG00000254245,141343829,141512975,169147
ENSG00000254221,141350099,141512975,162877
ENSG00000262576,141355021,141512975,157955
ENSG00000253910,141359994,141512975,152982
ENSG00000253485,141364162,141512975,148814
ENSG00000262209,141370242,141512975,142734
ENSG00000253731,141373891,141512975,139085
ENSG00000253537,141382739,141512975,130237
ENSG00000253953,141387698,141512975,125278
ENSG00000253767,141390157,141512975,122819
ENSG00000261934,141402778,141512975,110198
ENSG00000253846,141412987,141512975,99989
ENSG00000254122,141417645,141512975,95331
ENSG00000253873,141421047,141512975,91929
ENSG00000253159,141430507,141512975,82469
ENSG00000276545,141439853,141442449,2597
ENSG00000273557,141468465,141471528,3064
ENSG00000240184,141475947,141512977,37031
ENSG00000242020,141479316,141479625,310
ENSG00000242419,141484997,141512975,27979
ENSG00000240764,141489081,141512975,23895
ENSG00000240974,141588935,141589142,208
ENSG00000171720,141620876,141636849,15974
ENSG00000164620,141636950,141641064,4115
ENSG00000276547,141397947,141512975,115029
ENSG00000221990,441498,443160,1663
ENSG00000063438,321714,438291,116578
ENSG00000145730,102753981,103029730,275750
ENSG00000172262,43065176,43192021,126846
ENSG00000164241,127045235,127073506,28272
ENSG00000214944,73626158,73941993,315836
ENSG00000172869,119037772,119249138,211367
ENSG00000186314,145471799,145835369,363571
ENSG00000131844,71579531,71658706,79176
ENSG00000186493,2752131,2755397,3267
ENSG00000146054,181193924,181205293,11370
ENSG00000286644,181207480,181217864,10385
ENSG00000146063,181222499,181235808,13310
ENSG00000264732,181222566,181222633,68
ENSG00000204628,181236897,181248096,11200
ENSG00000272296,181241814,181241892,79
ENSG00000264549,181243312,181243379,68
ENSG00000286310,181276848,181277555,708
ENSG00000222533,181301967,181302070,104
ENSG00000183718,181254077,181261150,7074
ENSG00000251380,135444214,135447348,3135
ENSG00000255833,135444226,135452351,8126
ENSG00000249915,271621,314974,43354
ENSG00000160867,177086905,177098144,11240
ENSG00000240729,177264766,177265241,476
ENSG00000270706,177265580,177266588,1009
ENSG00000169228,177301198,177303744,2547
ENSG00000169230,177303799,177306949,3151
ENSG00000239393,177346073,177346426,354
ENSG00000169220,177357924,177372596,14673
ENSG00000028310,850291,892801,42511
ENSG00000071539,892884,919357,26474
ENSG00000272347,1005039,1006623,1585
