protein1,protein2,combined_score,protein1_original_name,protein2_original_name
9606.ENSP00000384018,9606.ENSP00000268058,457,NCOR2,PML
9606.ENSP00000384018,9606.ENSP00000254810,426,NCOR2,H3-3B
9606.ENSP00000384018,9606.ENSP00000358799,750,NCOR2,RBM15
9606.ENSP00000384018,9606.ENSP00000489189,292,NCOR2,BAG1
9606.ENSP00000384018,9606.ENSP00000270223,161,NCOR2,DMWD
9606.ENSP00000384018,9606.ENSP00000257787,292,NCOR2,AKIRIN2
9606.ENSP00000384018,9606.ENSP00000261523,516,NCOR2,RORA
9606.ENSP00000384018,9606.ENSP00000365588,420,NCOR2,MDC1
9606.ENSP00000384018,9606.ENSP00000340883,284,NCOR2,SMARCB1
9606.ENSP00000384018,9606.ENSP00000235090,161,NCOR2,WDR77
9606.ENSP00000384018,9606.ENSP00000356959,514,NCOR2,NR1I3
9606.ENSP00000384018,9606.ENSP00000310928,811,NCOR2,PPARD
9606.ENSP00000384018,9606.ENSP00000360515,462,NCOR2,SUPT3H
9606.ENSP00000384018,9606.ENSP00000318147,292,NCOR2,EDEM3
9606.ENSP00000384018,9606.ENSP00000312987,665,NCOR2,HNF4A
9606.ENSP00000384018,9606.ENSP00000360076,163,NCOR2,SGIP1
9606.ENSP00000384018,9606.ENSP00000379841,983,NCOR2,GPS2
9606.ENSP00000384018,9606.ENSP00000258499,602,NCOR2,USP44
9606.ENSP00000384018,9606.ENSP00000326813,292,NCOR2,YOD1
9606.ENSP00000384018,9606.ENSP00000341551,558,NCOR2,SMAD4
9606.ENSP00000384018,9606.ENSP00000383042,212,NCOR2,KDM1A
9606.ENSP00000384018,9606.ENSP00000053867,342,NCOR2,GRN
9606.ENSP00000384018,9606.ENSP00000338157,789,NCOR2,ZBTB16
9606.ENSP00000384018,9606.ENSP00000332613,254,NCOR2,OAF
9606.ENSP00000384018,9606.ENSP00000367705,368,NCOR2,BCOR
9606.ENSP00000384018,9606.ENSP00000231572,823,NCOR2,RARS1
9606.ENSP00000384018,9606.ENSP00000498556,292,NCOR2,ZDHHC23
9606.ENSP00000384018,9606.ENSP00000297591,292,NCOR2,VIRMA
9606.ENSP00000384018,9606.ENSP00000216361,277,NCOR2,COCH
9606.ENSP00000384018,9606.ENSP00000348056,292,NCOR2,UBE2I
9606.ENSP00000384018,9606.ENSP00000363257,292,NCOR2,ZDHHC18
9606.ENSP00000384018,9606.ENSP00000379658,267,NCOR2,ETV6
9606.ENSP00000384018,9606.ENSP00000263974,482,NCOR2,TAF12
9606.ENSP00000384018,9606.ENSP00000332296,598,NCOR2,RARB
9606.ENSP00000384018,9606.ENSP00000383428,380,NCOR2,CECR2
9606.ENSP00000384018,9606.ENSP00000356560,161,NCOR2,KIAA1614
9606.ENSP00000384018,9606.ENSP00000478771,183,NCOR2,UBB
9606.ENSP00000384018,9606.ENSP00000417510,347,NCOR2,SUPT20H
9606.ENSP00000384018,9606.ENSP00000311825,374,NCOR2,CTBP2
9606.ENSP00000384018,9606.ENSP00000267953,327,NCOR2,BCL2A1
9606.ENSP00000384018,9606.ENSP00000339835,426,NCOR2,H3-5
9606.ENSP00000384018,9606.ENSP00000287820,994,NCOR2,PPARG
9606.ENSP00000384018,9606.ENSP00000361540,161,NCOR2,CDC20
9606.ENSP00000384018,9606.ENSP00000363817,551,NCOR2,RXRB
9606.ENSP00000384018,9606.ENSP00000369681,177,NCOR2,USP3
9606.ENSP00000384018,9606.ENSP00000258281,440,NCOR2,TAF5L
9606.ENSP00000384018,9606.ENSP00000296504,920,NCOR2,SAP30
9606.ENSP00000384018,9606.ENSP00000295900,332,NCOR2,ATXN7
9606.ENSP00000384018,9606.ENSP00000380921,292,NCOR2,SH3KBP1
9606.ENSP00000384018,9606.ENSP00000254066,987,NCOR2,RARA
9606.ENSP00000384018,9606.ENSP00000302967,999,NCOR2,HDAC3
9606.ENSP00000384018,9606.ENSP00000466111,183,NCOR2,RNMT
9606.ENSP00000384018,9606.ENSP00000377797,177,NCOR2,USP49
9606.ENSP00000384018,9606.ENSP00000418529,292,NCOR2,NSFL1C
9606.ENSP00000384018,9606.ENSP00000262435,499,NCOR2,SMURF2
9606.ENSP00000384018,9606.ENSP00000379204,221,NCOR2,BMP7
9606.ENSP00000384018,9606.ENSP00000265978,165,NCOR2,FAM160A2
9606.ENSP00000384018,9606.ENSP00000453095,396,NCOR2,MEF2A
9606.ENSP00000384018,9606.ENSP00000325240,292,NCOR2,LASP1
9606.ENSP00000384018,9606.ENSP00000307833,183,NCOR2,FBXO22
9606.ENSP00000384018,9606.ENSP00000356331,646,NCOR2,NR5A2
9606.ENSP00000384018,9606.ENSP00000275034,493,NCOR2,PHIP
9606.ENSP00000384018,9606.ENSP00000229307,292,NCOR2,NANOG
9606.ENSP00000384018,9606.ENSP00000272444,304,NCOR2,DUSP11
9606.ENSP00000384018,9606.ENSP00000384490,292,NCOR2,CBX6
9606.ENSP00000384018,9606.ENSP00000453015,499,NCOR2,RNF111
9606.ENSP00000384018,9606.ENSP00000415822,620,NCOR2,ATXN1L
9606.ENSP00000384018,9606.ENSP00000344479,630,NCOR2,NR4A2
9606.ENSP00000384018,9606.ENSP00000262367,387,NCOR2,CREBBP
9606.ENSP00000384018,9606.ENSP00000263150,161,NCOR2,WDR37
9606.ENSP00000384018,9606.ENSP00000440542,151,NCOR2,CHD4
9606.ENSP00000384018,9606.ENSP00000419692,985,NCOR2,RXRA
9606.ENSP00000384018,9606.ENSP00000297109,804,NCOR2,SAP30L
9606.ENSP00000384018,9606.ENSP00000368253,676,NCOR2,NR0B1
9606.ENSP00000384018,9606.ENSP00000376269,405,NCOR2,NCOA7
9606.ENSP00000384018,9606.ENSP00000380460,224,NCOR2,PLAA
9606.ENSP00000384018,9606.ENSP00000308022,225,NCOR2,TADA2B
9606.ENSP00000384018,9606.ENSP00000415243,678,NCOR2,SKIL
9606.ENSP00000384018,9606.ENSP00000399982,502,NCOR2,TAF6
9606.ENSP00000384018,9606.ENSP00000384849,292,NCOR2,CDKN1A
9606.ENSP00000384018,9606.ENSP00000441875,672,NCOR2,PHB2
9606.ENSP00000384018,9606.ENSP00000216911,161,NCOR2,AURKA
9606.ENSP00000384018,9606.ENSP00000447149,698,NCOR2,NR1H4
9606.ENSP00000384018,9606.ENSP00000426503,292,NCOR2,RNF4
9606.ENSP00000384018,9606.ENSP00000257749,810,NCOR2,BACH2
9606.ENSP00000384018,9606.ENSP00000269305,433,NCOR2,TP53
9606.ENSP00000384018,9606.ENSP00000367797,630,NCOR2,SKI
9606.ENSP00000384018,9606.ENSP00000323588,420,NCOR2,SOX2
9606.ENSP00000384018,9606.ENSP00000230354,288,NCOR2,TBP
9606.ENSP00000384018,9606.ENSP00000231509,800,NCOR2,NR3C1
9606.ENSP00000384018,9606.ENSP00000333275,522,NCOR2,NR2C1
9606.ENSP00000384018,9606.ENSP00000333277,426,NCOR2,H3C13
9606.ENSP00000384018,9606.ENSP00000358854,440,NCOR2,TAF5
9606.ENSP00000384018,9606.ENSP00000363822,827,NCOR2,AR
9606.ENSP00000384018,9606.ENSP00000281923,286,NCOR2,MGAT5
9606.ENSP00000384018,9606.ENSP00000380070,165,NCOR2,GAPDH
9606.ENSP00000384018,9606.ENSP00000399968,369,NCOR2,NCOA2
9606.ENSP00000384018,9606.ENSP00000299424,462,NCOR2,TAF10
9606.ENSP00000384018,9606.ENSP00000385823,402,NCOR2,MTA3
9606.ENSP00000384018,9606.ENSP00000382628,591,NCOR2,RBBP8
9606.ENSP00000384018,9606.ENSP00000345206,977,NCOR2,RBPJ
9606.ENSP00000384018,9606.ENSP00000497931,292,NCOR2,ABCB11
9606.ENSP00000384018,9606.ENSP00000395793,380,NCOR2,WDR20
9606.ENSP00000384018,9606.ENSP00000020945,187,NCOR2,SNAI2
9606.ENSP00000384018,9606.ENSP00000212015,381,NCOR2,SIRT1
9606.ENSP00000384018,9606.ENSP00000348107,292,NCOR2,C1D
9606.ENSP00000384018,9606.ENSP00000352252,426,NCOR2,H3C12
9606.ENSP00000384018,9606.ENSP00000358983,412,NCOR2,NFKB2
9606.ENSP00000384018,9606.ENSP00000439585,332,NCOR2,ATXN7-2
9606.ENSP00000384018,9606.ENSP00000495556,982,NCOR2,TBL1X
9606.ENSP00000384018,9606.ENSP00000358886,332,NCOR2,ATXN7L2
9606.ENSP00000384018,9606.ENSP00000291442,525,NCOR2,NR2F6
9606.ENSP00000384018,9606.ENSP00000254442,634,NCOR2,WDR7
9606.ENSP00000384018,9606.ENSP00000408617,761,NCOR2,HDAC9
9606.ENSP00000384018,9606.ENSP00000387911,374,NCOR2,PARN
9606.ENSP00000384018,9606.ENSP00000225983,836,NCOR2,HDAC5
9606.ENSP00000384018,9606.ENSP00000378786,487,NCOR2,HLA-DRA
9606.ENSP00000384018,9606.ENSP00000309501,161,NCOR2,NWD2
9606.ENSP00000384018,9606.ENSP00000351407,292,NCOR2,ARNT
9606.ENSP00000384018,9606.ENSP00000451828,325,NCOR2,AKT1
9606.ENSP00000384018,9606.ENSP00000353099,487,NCOR2,HLA-DRB1
9606.ENSP00000384018,9606.ENSP00000348842,161,NCOR2,EML6
9606.ENSP00000384018,9606.ENSP00000496695,200,NCOR2,ATXN3
9606.ENSP00000384018,9606.ENSP00000301764,410,NCOR2,DDB1
9606.ENSP00000384018,9606.ENSP00000351777,457,NCOR2,VCP
9606.ENSP00000384018,9606.ENSP00000451998,161,NCOR2,EML5
9606.ENSP00000384018,9606.ENSP00000325819,525,NCOR2,NR2F1
9606.ENSP00000384018,9606.ENSP00000350815,514,NCOR2,NR3C2
9606.ENSP00000384018,9606.ENSP00000330753,161,NCOR2,BRWD1
9606.ENSP00000384018,9606.ENSP00000397259,335,NCOR2,ATXN7L3
9606.ENSP00000384018,9606.ENSP00000452126,183,NCOR2,RGMA
9606.ENSP00000384018,9606.ENSP00000366617,167,NCOR2,CBWD1
9606.ENSP00000384018,9606.ENSP00000413929,187,NCOR2,RCOR3
9606.ENSP00000384018,9606.ENSP00000413937,229,NCOR2,INPP5K
9606.ENSP00000384018,9606.ENSP00000369192,499,NCOR2,NRBP1
9606.ENSP00000384018,9606.ENSP00000316114,220,NCOR2,SGF29
9606.ENSP00000384018,9606.ENSP00000384273,506,NCOR2,RELA
9606.ENSP00000384018,9606.ENSP00000268712,997,NCOR2,NCOR1
9606.ENSP00000384018,9606.ENSP00000242057,457,NCOR2,AHR
9606.ENSP00000384018,9606.ENSP00000418037,292,NCOR2,IRF5
9606.ENSP00000384018,9606.ENSP00000244769,970,NCOR2,ATXN1
9606.ENSP00000384018,9606.ENSP00000379873,487,NCOR2,HLA-A
9606.ENSP00000384018,9606.ENSP00000306245,347,NCOR2,FOS
9606.ENSP00000384018,9606.ENSP00000352516,161,NCOR2,DNMT1
9606.ENSP00000384018,9606.ENSP00000295757,644,NCOR2,HDAC11
9606.ENSP00000384018,9606.ENSP00000228606,457,NCOR2,CYP27B1
9606.ENSP00000384018,9606.ENSP00000277746,499,NCOR2,NRBF2
9606.ENSP00000384018,9606.ENSP00000440864,844,NCOR2,NR4A1
9606.ENSP00000384018,9606.ENSP00000244537,457,NCOR2,H4C6
9606.ENSP00000384018,9606.ENSP00000365131,457,NCOR2,BAG6
9606.ENSP00000384018,9606.ENSP00000477707,760,NCOR2,NR1H3
9606.ENSP00000384018,9606.ENSP00000272317,246,NCOR2,RPS27A
9606.ENSP00000384018,9606.ENSP00000352925,378,NCOR2,TRRAP
9606.ENSP00000384018,9606.ENSP00000327025,954,NCOR2,RORC
9606.ENSP00000384018,9606.ENSP00000377428,161,NCOR2,CFAP44
9606.ENSP00000384018,9606.ENSP00000329357,292,NCOR2,SP1
9606.ENSP00000384018,9606.ENSP00000263754,573,NCOR2,KAT2B
9606.ENSP00000384018,9606.ENSP00000264637,830,NCOR2,THRA
9606.ENSP00000384018,9606.ENSP00000343896,286,NCOR2,SMARCA4
9606.ENSP00000384018,9606.ENSP00000261497,311,NCOR2,USP22
9606.ENSP00000384018,9606.ENSP00000423333,311,NCOR2,USP51
9606.ENSP00000384018,9606.ENSP00000308413,173,NCOR2,RPS6KB2
9606.ENSP00000384018,9606.ENSP00000380252,364,NCOR2,NFE2L2
9606.ENSP00000384018,9606.ENSP00000451129,752,NCOR2,SNW1
9606.ENSP00000384018,9606.ENSP00000499501,426,NCOR2,H3-2
9606.ENSP00000384018,9606.ENSP00000501265,161,NCOR2,NWD1
9606.ENSP00000384018,9606.ENSP00000409666,292,NCOR2,SUMO3
9606.ENSP00000384018,9606.ENSP00000325120,977,NCOR2,PGR
9606.ENSP00000384018,9606.ENSP00000497072,181,NCOR2,ENSP00000497072
9606.ENSP00000384018,9606.ENSP00000320663,161,NCOR2,EML4
9606.ENSP00000384018,9606.ENSP00000324173,161,NCOR2,HSPA5
9606.ENSP00000384018,9606.ENSP00000290921,587,NCOR2,CTBP1
9606.ENSP00000384018,9606.ENSP00000300305,690,NCOR2,RUNX1
9606.ENSP00000384018,9606.ENSP00000301921,165,NCOR2,SOX7
9606.ENSP00000384018,9606.ENSP00000312709,330,NCOR2,TAF7
9606.ENSP00000384018,9606.ENSP00000315700,292,NCOR2,CHAF1B
9606.ENSP00000384018,9606.ENSP00000377721,514,NCOR2,NR2F2
9606.ENSP00000384018,9606.ENSP00000434513,161,NCOR2,EML3
9606.ENSP00000384018,9606.ENSP00000257548,177,NCOR2,USP30
9606.ENSP00000384018,9606.ENSP00000370193,461,NCOR2,TAF9
9606.ENSP00000384018,9606.ENSP00000275015,292,NCOR2,NFKBIE
9606.ENSP00000384018,9606.ENSP00000368686,292,NCOR2,E2F4
9606.ENSP00000384018,9606.ENSP00000294168,417,NCOR2,TAF6L
9606.ENSP00000384018,9606.ENSP00000237264,186,NCOR2,TBPL1
9606.ENSP00000384018,9606.ENSP00000254227,588,NCOR2,NR0B2
9606.ENSP00000384018,9606.ENSP00000340373,292,NCOR2,DYRK1A
9606.ENSP00000384018,9606.ENSP00000382382,258,NCOR2,USP47
9606.ENSP00000384018,9606.ENSP00000370270,661,NCOR2,ESRRB
9606.ENSP00000384018,9606.ENSP00000358674,314,NCOR2,UBL4A
9606.ENSP00000384018,9606.ENSP00000363929,457,NCOR2,NCOA6
9606.ENSP00000384018,9606.ENSP00000384371,999,NCOR2,BCL6
9606.ENSP00000384018,9606.ENSP00000293328,583,NCOR2,STAT5B
9606.ENSP00000384018,9606.ENSP00000337053,292,NCOR2,SEL1L
9606.ENSP00000384018,9606.ENSP00000368678,292,NCOR2,AGRN
9606.ENSP00000384018,9606.ENSP00000481091,225,NCOR2,TADA2A
9606.ENSP00000384018,9606.ENSP00000412708,173,NCOR2,RMND1
9606.ENSP00000384018,9606.ENSP00000229195,229,NCOR2,CNOT2
9606.ENSP00000384018,9606.ENSP00000378260,185,NCOR2,ALG13
9606.ENSP00000384018,9606.ENSP00000376077,292,NCOR2,SUMO1
9606.ENSP00000384018,9606.ENSP00000378402,996,NCOR2,SIN3A
9606.ENSP00000384018,9606.ENSP00000334314,161,NCOR2,EML1
9606.ENSP00000384018,9606.ENSP00000383894,167,NCOR2,MATN3
9606.ENSP00000384018,9606.ENSP00000410759,332,NCOR2,ATXN7L1
9606.ENSP00000384018,9606.ENSP00000387654,165,NCOR2,PCYOX1
9606.ENSP00000384018,9606.ENSP00000405330,966,NCOR2,ESR1
9606.ENSP00000384018,9606.ENSP00000484803,754,NCOR2,FOXP1
9606.ENSP00000384018,9606.ENSP00000355904,707,NCOR2,ESRRG
9606.ENSP00000384018,9606.ENSP00000247219,288,NCOR2,TBPL2
9606.ENSP00000384018,9606.ENSP00000307260,161,NCOR2,TBL2
9606.ENSP00000384018,9606.ENSP00000399888,292,NCOR2,HMGA1
9606.ENSP00000384018,9606.ENSP00000323670,457,NCOR2,ZBTB7A
9606.ENSP00000384018,9606.ENSP00000332973,637,NCOR2,SMAD3
9606.ENSP00000384018,9606.ENSP00000262160,559,NCOR2,SMAD2
9606.ENSP00000384018,9606.ENSP00000226574,426,NCOR2,NFKB1
9606.ENSP00000384018,9606.ENSP00000410042,163,NCOR2,BRD1
9606.ENSP00000384018,9606.ENSP00000362441,186,NCOR2,ATRX
9606.ENSP00000384018,9606.ENSP00000264709,151,NCOR2,DNMT3A
9606.ENSP00000384018,9606.ENSP00000261023,292,NCOR2,ITGAV
9606.ENSP00000384018,9606.ENSP00000378529,161,NCOR2,FZR1
9606.ENSP00000384018,9606.ENSP00000297596,294,NCOR2,GEM
9606.ENSP00000384018,9606.ENSP00000361066,536,NCOR2,NCOA3
9606.ENSP00000384018,9606.ENSP00000476117,161,NCOR2,WDR18
9606.ENSP00000384018,9606.ENSP00000366395,292,NCOR2,SYVN1
9606.ENSP00000384018,9606.ENSP00000339723,884,NCOR2,CIR1
9606.ENSP00000384018,9606.ENSP00000402756,499,NCOR2,NR2C2AP
9606.ENSP00000384018,9606.ENSP00000335677,609,NCOR2,FOXK2
9606.ENSP00000384018,9606.ENSP00000333845,186,NCOR2,C11orf88
9606.ENSP00000384018,9606.ENSP00000343925,833,NCOR2,ESR2
9606.ENSP00000384018,9606.ENSP00000378163,171,NCOR2,RPL34
9606.ENSP00000384018,9606.ENSP00000449396,313,NCOR2,SMARCC2
9606.ENSP00000384018,9606.ENSP00000402257,979,NCOR2,RUNX1T1
9606.ENSP00000384018,9606.ENSP00000310006,785,NCOR2,NR1D2
9606.ENSP00000384018,9606.ENSP00000080059,746,NCOR2,HDAC7
9606.ENSP00000384018,9606.ENSP00000280097,273,NCOR2,HNMT
9606.ENSP00000384018,9606.ENSP00000331614,292,NCOR2,IKZF1
9606.ENSP00000384018,9606.ENSP00000441543,183,NCOR2,UBC
9606.ENSP00000384018,9606.ENSP00000263377,292,NCOR2,BRD4
9606.ENSP00000384018,9606.ENSP00000294119,292,NCOR2,UBXN1
9606.ENSP00000384018,9606.ENSP00000225916,406,NCOR2,KAT2A
9606.ENSP00000384018,9606.ENSP00000366604,292,NCOR2,SF1
9606.ENSP00000384018,9606.ENSP00000483631,311,NCOR2,USP27X
9606.ENSP00000384018,9606.ENSP00000364912,877,NCOR2,SPEN
9606.ENSP00000384018,9606.ENSP00000375593,317,NCOR2,ZSCAN5A
9606.ENSP00000384018,9606.ENSP00000312988,292,NCOR2,NFKBIB
9606.ENSP00000384018,9606.ENSP00000497585,667,NCOR2,FOXP1-2
9606.ENSP00000384018,9606.ENSP00000356840,457,NCOR2,POU2F1
9606.ENSP00000384018,9606.ENSP00000370781,161,NCOR2,CDC20B
9606.ENSP00000384018,9606.ENSP00000470252,296,NCOR2,SUPT5H
9606.ENSP00000384018,9606.ENSP00000346890,292,NCOR2,NRDC
9606.ENSP00000384018,9606.ENSP00000369131,298,NCOR2,SIN3B
9606.ENSP00000384018,9606.ENSP00000262189,181,NCOR2,KMT2C
9606.ENSP00000384018,9606.ENSP00000373206,294,NCOR2,EOGT
9606.ENSP00000384018,9606.ENSP00000483236,743,NCOR2,DCAF7
9606.ENSP00000384018,9606.ENSP00000259915,292,NCOR2,POU5F1
9606.ENSP00000384018,9606.ENSP00000406162,315,NCOR2,PRMT1
9606.ENSP00000384018,9606.ENSP00000365804,577,NCOR2,HDAC6
9606.ENSP00000384018,9606.ENSP00000399511,238,NCOR2,TNIK
9606.ENSP00000384018,9606.ENSP00000468312,161,NCOR2,EML2
9606.ENSP00000384018,9606.ENSP00000430432,979,NCOR2,HDAC2
9606.ENSP00000384018,9606.ENSP00000385523,992,NCOR2,PPARA
9606.ENSP00000384018,9606.ENSP00000369716,161,NCOR2,CHD3
9606.ENSP00000384018,9606.ENSP00000336524,239,NCOR2,CEP63
9606.ENSP00000384018,9606.ENSP00000416097,183,NCOR2,GOLGA2
9606.ENSP00000384018,9606.ENSP00000375717,333,NCOR2,PTOV1
9606.ENSP00000384018,9606.ENSP00000375978,335,NCOR2,XRCC5
9606.ENSP00000384018,9606.ENSP00000362674,717,NCOR2,HDAC8
9606.ENSP00000384018,9606.ENSP00000330237,272,NCOR2,CASP9
9606.ENSP00000384018,9606.ENSP00000298125,161,NCOR2,WDFY2
9606.ENSP00000384018,9606.ENSP00000341208,580,NCOR2,STAT5A
9606.ENSP00000384018,9606.ENSP00000262715,177,NCOR2,TEP1
9606.ENSP00000384018,9606.ENSP00000357979,514,NCOR2,NR2E1
9606.ENSP00000384018,9606.ENSP00000264606,992,NCOR2,HDAC4
9606.ENSP00000384018,9606.ENSP00000339917,461,NCOR2,TAF9B
9606.ENSP00000384018,9606.ENSP00000369996,200,NCOR2,ATXN3L
9606.ENSP00000384018,9606.ENSP00000359206,292,NCOR2,BTRC
9606.ENSP00000384018,9606.ENSP00000362763,292,NCOR2,ZBTB6
9606.ENSP00000384018,9606.ENSP00000499121,758,NCOR2,NR1H2
9606.ENSP00000384018,9606.ENSP00000388510,597,NCOR2,RARG
9606.ENSP00000384018,9606.ENSP00000336528,725,NCOR2,NR1I2
9606.ENSP00000384018,9606.ENSP00000371475,420,NCOR2,TP53BP1
9606.ENSP00000384018,9606.ENSP00000338814,292,NCOR2,BAG5
9606.ENSP00000384018,9606.ENSP00000356426,351,NCOR2,TAB2
9606.ENSP00000384018,9606.ENSP00000395535,662,NCOR2,MECP2
9606.ENSP00000384018,9606.ENSP00000312379,313,NCOR2,KMT2E
9606.ENSP00000384018,9606.ENSP00000301459,619,NCOR2,RCOR2
9606.ENSP00000384018,9606.ENSP00000262294,165,NCOR2,TRIM37
9606.ENSP00000384018,9606.ENSP00000401197,292,NCOR2,USP19
9606.ENSP00000384018,9606.ENSP00000305422,356,NCOR2,CEBPB
9606.ENSP00000384018,9606.ENSP00000231228,292,NCOR2,IL12B
9606.ENSP00000384018,9606.ENSP00000366093,672,NCOR2,RORB
9606.ENSP00000384018,9606.ENSP00000482504,514,NCOR2,NR2E3
9606.ENSP00000384018,9606.ENSP00000360266,344,NCOR2,JUN
9606.ENSP00000384018,9606.ENSP00000233055,161,NCOR2,WDFY1
9606.ENSP00000384018,9606.ENSP00000406229,165,NCOR2,FAT1
9606.ENSP00000384018,9606.ENSP00000385216,269,NCOR2,NCOA1
9606.ENSP00000384018,9606.ENSP00000265022,165,NCOR2,DGKG
9606.ENSP00000384018,9606.ENSP00000267615,325,NCOR2,ITPK1
9606.ENSP00000384018,9606.ENSP00000352264,292,NCOR2,CD2AP
9606.ENSP00000384018,9606.ENSP00000265857,292,NCOR2,GET4
9606.ENSP00000384018,9606.ENSP00000307684,432,NCOR2,TADA3
9606.ENSP00000384018,9606.ENSP00000340874,307,NCOR2,MEF2C
9606.ENSP00000384018,9606.ENSP00000312778,161,NCOR2,IFT80
9606.ENSP00000384018,9606.ENSP00000415662,161,NCOR2,CFAP97D1
9606.ENSP00000384018,9606.ENSP00000357709,349,NCOR2,S100A6
9606.ENSP00000384018,9606.ENSP00000408342,678,NCOR2,PRAM1
9606.ENSP00000384018,9606.ENSP00000393978,293,NCOR2,PRKD2
9606.ENSP00000384018,9606.ENSP00000307604,292,NCOR2,ZBTB5
9606.ENSP00000384018,9606.ENSP00000296266,161,NCOR2,IFT122
9606.ENSP00000384018,9606.ENSP00000247970,644,NCOR2,PIN1
9606.ENSP00000384018,9606.ENSP00000405574,925,NCOR2,TBL1XR1
9606.ENSP00000384018,9606.ENSP00000265354,292,NCOR2,SRF
9606.ENSP00000384018,9606.ENSP00000262241,637,NCOR2,RCOR1
9606.ENSP00000384040,9606.ENSP00000365588,161,CCDC85A,MDC1
9606.ENSP00000384048,9606.ENSP00000365588,499,PAXIP1,MDC1
9606.ENSP00000384048,9606.ENSP00000040738,241,PAXIP1,BOD1L1
9606.ENSP00000384048,9606.ENSP00000254846,562,PAXIP1,KDM6B
9606.ENSP00000384053,9606.ENSP00000496129,292,CSF2RB,PRKCB
9606.ENSP00000384084,9606.ENSP00000470152,329,DTNB,DTNA
9606.ENSP00000384160,9606.ENSP00000471457,336,RBM33,MYO9B
9606.ENSP00000384164,9606.ENSP00000307078,540,KIF16B,KIF5B
9606.ENSP00000384164,9606.ENSP00000488520,360,KIF16B,NPHP3-ACAD11
9606.ENSP00000384164,9606.ENSP00000260363,540,KIF16B,KIF23
9606.ENSP00000384164,9606.ENSP00000393379,540,KIF16B,KIF5C
9606.ENSP00000384164,9606.ENSP00000263934,540,KIF16B,KIF1B
9606.ENSP00000384164,9606.ENSP00000260731,540,KIF16B,KIF11
9606.ENSP00000384164,9606.ENSP00000393963,540,KIF16B,KIFC1
9606.ENSP00000384164,9606.ENSP00000388241,540,KIF16B,KIF26A
9606.ENSP00000384164,9606.ENSP00000385545,540,KIF16B,KIF26B
9606.ENSP00000384164,9606.ENSP00000362550,183,KIF16B,CMTR1
9606.ENSP00000384164,9606.ENSP00000216911,173,KIF16B,AURKA
9606.ENSP00000384164,9606.ENSP00000317955,191,KIF16B,EEA1
9606.ENSP00000384164,9606.ENSP00000333982,540,KIF16B,NDEL1
9606.ENSP00000384164,9606.ENSP00000385808,540,KIF16B,KIF3A
9606.ENSP00000384164,9606.ENSP00000244040,161,KIF16B,RAB22A
9606.ENSP00000384164,9606.ENSP00000363512,237,KIF16B,ALOX5
9606.ENSP00000384164,9606.ENSP00000311449,405,KIF16B,RAB6A
9606.ENSP00000384164,9606.ENSP00000160827,540,KIF16B,KIF22
9606.ENSP00000384164,9606.ENSP00000375810,360,KIF16B,KLC3
9606.ENSP00000384164,9606.ENSP00000297814,540,KIF16B,KIF27
9606.ENSP00000384164,9606.ENSP00000374566,540,KIF16B,KIF19
9606.ENSP00000384164,9606.ENSP00000403888,360,KIF16B,DISC1
9606.ENSP00000384164,9606.ENSP00000325690,224,KIF16B,CARM1
9606.ENSP00000384164,9606.ENSP00000263181,540,KIF16B,KIF18A
9606.ENSP00000384164,9606.ENSP00000314151,175,KIF16B,KLK3
9606.ENSP00000384164,9606.ENSP00000412940,323,KIF16B,FREM1
9606.ENSP00000384164,9606.ENSP00000295718,165,KIF16B,PTPRN
9606.ENSP00000384164,9606.ENSP00000254301,239,KIF16B,LGALS3
9606.ENSP00000384164,9606.ENSP00000363232,540,KIF16B,KIF12
9606.ENSP00000384164,9606.ENSP00000354560,540,KIF16B,KIFAP3
9606.ENSP00000384164,9606.ENSP00000408979,540,KIF16B,KIF5A
9606.ENSP00000384164,9606.ENSP00000326170,165,KIF16B,RFFL
9606.ENSP00000384164,9606.ENSP00000439065,360,KIF16B,COA8-2
9606.ENSP00000384164,9606.ENSP00000411831,540,KIF16B,KIF21B
9606.ENSP00000384164,9606.ENSP00000290295,309,KIF16B,HOXB13
9606.ENSP00000384164,9606.ENSP00000247986,540,KIF16B,KIF17
9606.ENSP00000384164,9606.ENSP00000287152,540,KIF16B,KIF6
9606.ENSP00000384164,9606.ENSP00000276533,195,KIF16B,GINS4
9606.ENSP00000384164,9606.ENSP00000314544,190,KIF16B,CCZ1B
9606.ENSP00000384164,9606.ENSP00000313581,266,KIF16B,KLK2
9606.ENSP00000384164,9606.ENSP00000366179,165,KIF16B,DNAJC1
9606.ENSP00000384164,9606.ENSP00000363804,290,KIF16B,KLF4
9606.ENSP00000384164,9606.ENSP00000259711,540,KIF16B,KIF13A
9606.ENSP00000384164,9606.ENSP00000256078,165,KIF16B,KRAS
9606.ENSP00000384164,9606.ENSP00000354848,224,KIF16B,KIFBP
9606.ENSP00000384164,9606.ENSP00000259708,360,KIF16B,KLC4
9606.ENSP00000384164,9606.ENSP00000248248,377,KIF16B,MON1B
9606.ENSP00000384164,9606.ENSP00000226796,163,KIF16B,GAR1
9606.ENSP00000384164,9606.ENSP00000399403,540,KIF16B,KLC2
9606.ENSP00000384164,9606.ENSP00000354878,540,KIF16B,KIF21A
9606.ENSP00000384164,9606.ENSP00000354111,165,KIF16B,DNAJC5
9606.ENSP00000384164,9606.ENSP00000324020,540,KIF16B,KIF15
